Landingpage,Sitzungen,Neue Nutzer
/schools/85221-josef-effner-gymnasium-dachau,28,24
/schools/89520-hirscheck-schule-grund-und-werkrealschule-schnaitheim,28,24
/schools/91781-staatliche-realschule-weissenburg,28,22
/schools/97072-maria-stern-schule-schule-zur-sprachfoerderung-gs-u-ths-stufe-i,28,4
/schools/98574-staatliches-berufsbildungszentrum-schmalkalden-bbz-sm,28,27
/brueckentage/d/bundesland/bayern/2020,27,26
/brueckentage/d/bundesland/thueringen/2020,27,27
/cities/06731-bitterfeld-wolfen,27,21
/cities/45711-datteln,27,23
/cities/68623-hofheim,27,19
/cities/76870-kandel,27,19
/cities/78247-hilzingen,27,25
/cities/78266-buesingen-am-hochrhein,27,24
/cities/96050-bamberg,27,22
/feiertag/d/bundesland/hessen/christi-himmelfahrt,27,23
/feiertag/d/bundesland/mecklenburg-vorpommern/tag-der-deutschen-einheit,27,27
/ferien/d/bundesland/niedersachsen/kategorie/himmelfahrt-pfingsten,27,22
/ferien/d/schule/01307-102-grundschule-dresden-johanna,27,26
/ferien/d/schule/01844-julius-missbach-grundschule-neustadt,27,22
/ferien/d/schule/04105-schule-5-im-stadtbezirk-mitte-grundschule-der-stadt-leipzig,27,24
/ferien/d/schule/04179-schule-georg-schwarz-str-oberschule-der-stadt-leipzig,27,15
/ferien/d/schule/04229-schule-zur-lernfoerderung-fritz-gietzelt-leipzig,27,17
/ferien/d/schule/04249-berufsbildende-foerderschule-in-traegerschaft-der-berufsbildungswerk,27,24
/ferien/d/schule/04442-grundschule-zwenkau,27,23
/ferien/d/schule/04564-berufliches-schulzentrum-leipziger-land,27,13
/ferien/d/schule/04758-grundschule-zum-buecherwurm-oschatz,27,25
/ferien/d/schule/04758-rosenthalschule-oschatz-schule-zur-lernfoerderung,27,20
/ferien/d/schule/04779-oberschule-wermsdorf,27,21
/ferien/d/schule/06122-lilien-grundschule,27,20
/ferien/d/schule/07545-freie-gemeinschaftsschule-der-grundig-akademie-gera,27,22
/ferien/d/schule/07629-staatliche-regelschule-am-hermsdorfer-kreuz,27,25
/ferien/d/schule/07743-schule-am-rautal-jena-staatliche-grundschule,27,14
/ferien/d/schule/08056-peter-breuer-gymnasium-zwickau-schule-in-freier-traegerschaft,27,25
/ferien/d/schule/08289-oberschule-bergstadt-schneeberg,27,23
/ferien/d/schule/09112-dr-wilhelm-andre-gymnasium,27,21
/ferien/d/schule/09405-grundschule-august-bebel,27,13
/ferien/d/schule/10245-berliner-schule-fuer-schauspiel,27,21
/ferien/d/schule/10623-friedensburg-schule,27,21
/ferien/d/schule/10825-sternberg-grundschule,27,24
/ferien/d/schule/12159-arche-medica-akademie-fuer-heilpraktiker,27,22
/ferien/d/schule/12159-friedrich-bergius-schule,27,18
/ferien/d/schule/12277-katholische-schule-sankt-hildegard,27,19
/ferien/d/schule/12524-schule-am-berg-grundschule,27,22
/ferien/d/schule/13127-schule-am-birkenhof,27,23
/ferien/d/schule/13409-europaeisches-gymnasium-bertha-von-suttner,27,23
/ferien/d/schule/13435-campus-hannah-hoech-gemeinschaftsschule,27,25
/ferien/d/schule/13583-askanier-grundschule,27,22
/ferien/d/schule/13589-grundschule-im-beerwinkel,27,22
/ferien/d/schule/14478-weidenhof-grundschule,27,23
/ferien/d/schule/16816-evangelische-schule-neuruppin-gymnasium,27,25
/ferien/d/schule/16866-goethe-grundschule-kyritz,27,19
/ferien/d/schule/17098-grundschule-friedland,27,23
/ferien/d/schule/17235-grundschule-am-sandberg-neustrelitz,27,26
/ferien/d/schule/17291-lebensschule-uckermark-schule-mit-dem-sonderpaedagogischen-foerdersch,27,19
/ferien/d/schule/17375-grundschule-ahlbeck,27,20
/ferien/d/schule/17389-lilienthal-gymnasium-anklam,27,27
/ferien/d/schule/18292-regionale-schule-krakow-am-see-mit-grundschule,27,23
/ferien/d/schule/20535-schule-hohe-landwehr,27,22
/ferien/d/schule/21029-hansa-gymnasium-bergedorf,27,23
/ferien/d/schule/21075-stadtteilschule-ehestorfer-weg,27,17
/ferien/d/schule/21521-grundschule-wohltorf,27,16
/ferien/d/schule/21680-montessori-grundschule-altlaender-viertel,27,22
/ferien/d/schule/22117-schule-am-schleemer-park,27,19
/ferien/d/schule/22147-schule-paracelsusstrasse,27,19
/ferien/d/schule/22415-schule-krohnstieg,27,16
/ferien/d/schule/22453-gymnasium-bondenwald,27,16
/ferien/d/schule/22527-schule-brehmweg,27,18
/ferien/d/schule/22885-grundschule-barsbuettel,27,20
/ferien/d/schule/23611-grundschule-cleverbrueck,27,25
/ferien/d/schule/24326-schule-vogelsang,27,22
/ferien/d/schule/24357-grundschule-fleckeby,27,12
/ferien/d/schule/25451-waldschule,27,26
/ferien/d/schule/26188-grundschule-jeddeloh,27,11
/ferien/d/schule/26624-grundschule-moorhusen,27,19
/ferien/d/schule/27232-grundschule-sulingen,27,26
/ferien/d/schule/27432-gymnasium-bremervoerde,27,27
/ferien/d/schule/27576-werkstattschule-bremerhaven,27,24
/ferien/d/schule/27809-grundschule-lemwerder,27,24
/ferien/d/schule/28719-oberschule-an-der-helsinkistrasse,27,24
/ferien/d/schule/30179-herschelschule-ganztagsgymnasium,27,21
/ferien/d/schule/30823-grundschule-osterberg,27,17
/ferien/d/schule/30938-gymnasium-grossburgwedel,27,16
/ferien/d/schule/31020-schule-am-kanstein-kooperative-gesamtschule,27,23
/ferien/d/schule/31275-gymnasium-lehrte,27,21
/ferien/d/schule/31542-gymnasium-bad-nenndorf,27,19
/ferien/d/schule/31552-igs-rodenberg,27,20
/ferien/d/schule/32339-soederblom-gymnasium,27,25
/ferien/d/schule/33378-einstein-gymnasium,27,20
/ferien/d/schule/34134-johann-amos-comenius-schule,27,18
/ferien/d/schule/34308-christine-brueckner-schule,27,21
/ferien/d/schule/34434-hauptschule-borgentreich,27,24
/ferien/d/schule/35232-hilda-heinemann-schule-hommertshausen,27,26
/ferien/d/schule/35396-friedrich-ebert-schule,27,20
/ferien/d/schule/36391-hans-elm-schule,27,21
/ferien/d/schule/36448-staatliche-grundschule-friedrich-froebel-schweina,27,27
/ferien/d/schule/37081-leinebergschule-grundschule,27,25
/ferien/d/schule/37242-rhenanus-schule,27,23
/ferien/d/schule/38112-nibelungen-realschule,27,23
/ferien/d/schule/38700-oberschule-braunlage,27,21
/ferien/d/schule/42897-albert-schweitzer-realschule,27,16
/ferien/d/schule/46483-staedt-realschule-wesel-mitte,27,21
/ferien/d/schule/47441-grafschafter-gymnasium,27,23
/ferien/d/schule/47829-paul-gerhardt-grundschule,27,19
/ferien/d/schule/48147-ratsgymnasium-muenster,27,23
/ferien/d/schule/49163-oberschule-bohmte,27,17
/ferien/d/schule/49186-realschule-bad-iburg,27,23
/ferien/d/schule/49393-ketteler-schule-grundschule-f-schueler-kath-bek,27,20
/ferien/d/schule/49393-marienschule-lohne-foerderschule-schwerpunkt-lernen,27,22
/ferien/d/schule/49477-goethe-gymnasium,27,21
/ferien/d/schule/52080-kleebachschule,27,23
/ferien/d/schule/53229-sankt-adelheid-gymnasium,27,21
/ferien/d/schule/54516-kurfuerst-balduin-realschule,27,26
/ferien/d/schule/55129-martinusschule,27,21
/ferien/d/schule/55232-volkerschule,27,18
/ferien/d/schule/55411-rhein-nahe-schule,27,17
/ferien/d/schule/56075-gymnasium-auf-der-karthause?additional_categories=russisch-orthodoxer-feiertag,27,4
/ferien/d/schule/56377-freiherr-vom-stein-schule,27,22
/ferien/d/schule/56564-kinzing-schule,27,23
/ferien/d/schule/56593-glueck-auf-schule,27,22
/ferien/d/schule/57537-wilhelm-busch-schule,27,21
/ferien/d/schule/57580-westerwaldschule,27,22
/ferien/d/schule/58099-fritz-reuter-schule,27,21
/ferien/d/schule/58511-schule-an-der-hoeh,27,23
/ferien/d/schule/59199-realschule-boenen,27,22
/ferien/d/schule/59846-staedtische-realschule,27,25
/ferien/d/schule/59939-kardinal-von-galen-schule,27,20
/ferien/d/schule/60435-theobald-ziegler-schule,27,27
/ferien/d/schule/64285-lichtenbergschule,27,22
/ferien/d/schule/64560-grundschule-erfelden,27,24
/ferien/d/schule/65428-obermayr-europa-schule-campus-ruesselsheim,27,26
/ferien/d/schule/65719-montessori-schule,27,24
/ferien/d/schule/65929-karl-von-ibell-schule,27,20
/ferien/d/schule/66687-hochwaldgymnasium,27,21
/ferien/d/schule/67136-schillerschule,27,24
/ferien/d/schule/67304-grundschule-eisenberg,27,21
/ferien/d/schule/67304-grundschule-kerzenheim,27,25
/ferien/d/schule/67655-goetheschule,27,21
/ferien/d/schule/68775-neurottschule-grund-und-werkrealschule,27,23
/ferien/d/schule/69483-eugen-bachmann-schule,27,22
/ferien/d/schule/70469-bismarckschule-werkrealschule-feuerbach,27,19
/ferien/d/schule/71067-bodelschwingh-schule-sonderpaedagogisches-bildungs-und-beratungszen,27,23
/ferien/d/schule/71229-grundschule-gebersheim,27,24
/ferien/d/schule/71263-grundschule-muenklingen,27,19
/ferien/d/schule/71634-hirschbergschule-grund-und-werkrealschule-eglosheim,27,24
/ferien/d/schule/72116-evangelische-jenaplan-schule-am-firstwald-gemeinschaftsschule,27,22
/ferien/d/schule/72147-kirschenfeldschule-grundschule,27,19
/ferien/d/schule/72160-gutermann-grundschule,27,19
/ferien/d/schule/72654-auwiesenschule-grund-und-werkrealschule,27,26
/ferien/d/schule/73312-freie-waldorfschule-st-michael,27,24
/ferien/d/schule/73733-grundschule-mettingen,27,26
/ferien/d/schule/74182-michael-beheim-schule-gemeinschaftsschule-willbach,27,14
/ferien/d/schule/75365-seeaeckerschule-sonderpaedagogisches-bildungs-und-beratungszentrum-m,27,23
/ferien/d/schule/76227-friedrich-realschule,27,21
/ferien/d/schule/76351-grundschule-hochstetten,27,26
/ferien/d/schule/76437-carl-schurz-schule-grundschule,27,24
/ferien/d/schule/76661-nikolaus-von-myra-schule-sonderpaedagogisches-bildungs-und-beratung,27,21
/ferien/d/schule/76684-silcher-grundschule-oestringen,27,23
/ferien/d/schule/76706-tulla-schule-grundschule-russheim,27,27
/ferien/d/schule/76707-pfarrer-graf-schule-grundschule,27,25
/ferien/d/schule/77704-august-ganther-schule-werkrealschule,27,26
/ferien/d/schule/77728-grund-und-werkrealschule-oppenau,27,22
/ferien/d/schule/78224-grundschule-friedingen,27,24
/ferien/d/schule/79100-evangelisches-montessori-schulhaus-freiburg-gemeinschaftsschule-und,27,23
/ferien/d/schule/79331-nikolaus-christian-sander-schule-grund-und-werkrealschule-kaendringen,27,24
/ferien/d/schule/79365-private-grund-und-realschule-st-dominikus,27,22
/ferien/d/schule/79424-brunwart-von-augheim-schule-grundschule-auggen,27,25
/ferien/d/schule/79618-dinkelbergschule-grundschule-minseln,27,21
/ferien/d/schule/79713-weihermattenschule-grundschule,27,19
/ferien/d/schule/80336-private-staatl-anerk-wirtschaftsschule-sabel-muenchen,27,24
/ferien/d/schule/80933-staedtische-erich-kaestner-realschule-muenchen,27,21
/ferien/d/schule/83209-franziska-hager-schule-sonderpaed-foerderzentrum-prien-a-chiemsee,27,15
/ferien/d/schule/83301-walter-mohr-realschule-staatl-realschule-traunreut,27,19
/ferien/d/schule/83512-staatliche-berufsoberschule-wasserburg-a-inn,27,22
/ferien/d/schule/84130-herzog-tassilo-realschule-staatliche-realschule-dingolfing,27,26
/ferien/d/schule/85354-josef-hofmiller-gymnasium-freising,27,26
/ferien/d/schule/85716-therese-giehse-realschule-staatl-realschule-unterschleissheim,27,22
/ferien/d/schule/86916-montessori-schule-kaufering-priv-volksschule,27,26
/ferien/d/schule/87600-josef-landes-schule-sonderpaedagogisches-foerderzentrum-kaufbeuren,27,20
/ferien/d/schule/88512-gymnasium-mengen,27,25
/ferien/d/schule/88662-burgbergschule-grundschule,27,23
/ferien/d/schule/89075-friedrich-von-bodelschwingh-schule-sonderpaedagogisches-bildungs-un,27,21
/ferien/d/schule/89173-sonnenbuehlschule-grundschule-lonsee,27,21
/ferien/d/schule/89188-grundschule-merklingen,27,15
/ferien/d/schule/89331-markgrafen-realschule-staatliche-realschule-burgau,27,6
/ferien/d/schule/90419-staedtische-peter-vischer-schule-nuernberg-realschule,27,26
/ferien/d/schule/91166-dr-mehler-volksschule-georgensgmuend,27,25
/ferien/d/schule/91541-reichsstadt-gymnasium-rothenburg-o-d-tauber,27,24
/ferien/d/schule/91757-senefelder-schule-treuchtlingen-staatl-kooperative-gesamtschule,27,23
/ferien/d/schule/92318-ostendorfer-gymnasium-neumarkt,27,18
/ferien/d/schule/92660-lobkowitz-realschule-staatliche-realschule-neustadt-a-d-waldnaab,27,26
/ferien/d/schule/93413-volksschule-cham,27,22
/ferien/d/schule/95030-joh-georg-august-wirth-realschule-staatliche-realschule-hof,27,20
/ferien/d/schule/95183-volksschule-bayerisches-vogtland-feilitzsch,27,18
/ferien/d/schule/97616-volksschule-bad-neustadt-a-d-saale-herschfeld,27,23
/ferien/d/schule/98553-staatliche-regelschule-gerhart-hauptmann-schleusingen,27,24
/ferien/d/schule/98587-staatliche-regelschule-steinbach-hallenberg,27,19
/ferien/d/schule/99448-staatliche-grundschule-anna-sophia-kranichfeld,27,25
/ferien/d/schule/99880-staatliche-grundschule-friedrich-holbein-waltershausen,27,23
/ferien/d/schule/99947-staatliche-regelschule-am-nationalpark-hainich-weberstedt,27,21
/ferien/d/stadt/bad-staffelstein,27,25
/ferien/d/stadt/badenweiler,27,22
/ferien/d/stadt/beilstein,27,24
/ferien/d/stadt/bergheim,27,19
/ferien/d/stadt/bollschweil,27,13
/ferien/d/stadt/bonndorf-im-schwarzwald,27,18
/ferien/d/stadt/bruchkoebel,27,22
/ferien/d/stadt/daaden,27,22
/ferien/d/stadt/ehringshausen,27,23
/ferien/d/stadt/ellhofen,27,21
/ferien/d/stadt/elze,27,21
/ferien/d/stadt/erxleben,27,20
/ferien/d/stadt/feucht,27,20
/ferien/d/stadt/greven,27,24
/ferien/d/stadt/hambergen,27,23
/ferien/d/stadt/hardheim,27,24
/ferien/d/stadt/hermsdorf-erzgebirge,27,19
/ferien/d/stadt/hoesbach,27,20
/ferien/d/stadt/huenxe,27,25
/ferien/d/stadt/hutthurm,27,11
/ferien/d/stadt/ichenhausen,27,18
/ferien/d/stadt/ingersheim,27,18
/ferien/d/stadt/jueterbog,27,26
/ferien/d/stadt/kastellaun,27,20
/ferien/d/stadt/mainhausen,27,26
/ferien/d/stadt/marktbreit,27,24
/ferien/d/stadt/moersdorf-rp,27,7
/ferien/d/stadt/muecheln-geiseltal,27,18
/ferien/d/stadt/neuenhaus,27,19
/ferien/d/stadt/neuerburg,27,20
/ferien/d/stadt/nohfelden,27,27
/ferien/d/stadt/regis-breitingen,27,20
/ferien/d/stadt/reilingen,27,25
/ferien/d/stadt/roettenbach-by,27,24
/ferien/d/stadt/schieder-schwalenberg,27,21
/ferien/d/stadt/schwarzenfeld,27,21
/ferien/d/stadt/selfkant,27,22
/ferien/d/stadt/unterwellenborn,27,9
/ferien/d/stadt/volkertshausen,27,23
/ferien/d/stadt/wacken,27,24
/ferien/d/stadt/waldbreitbach,27,23
/ferien/d/stadt/waldfischbach-burgalben,27,24
/ferien/d/stadt/waldmuenchen,27,22
/ferien/d/stadt/waldsee,27,23
/ferien/d/stadt/weilerswist,27,23
/ferien/d/stadt/weingarten,27,23
/ferien/d/stadt/werther-nw,27,24
/schools/10709-deutsche-paracelsus-schulen-fuer-naturheilverfahren-gmbh,27,23
/schools/12555-best-sabel-oberschule,27,26
/schools/13509-sae-institute-berlin,27,16
/schools/21493-gymnasium-schwarzenbek-europaschule,27,5
/schools/30173-igs-suedstadt,27,18
/schools/30890-goetheschule-kgs-barsinghausen,27,24
/schools/30900-igs-wedemark,27,22
/schools/31812-humboldt-gymnasium-bad-pyrmont-offene-ganztagsschule,27,19
/schools/32049-koenigin-mathilde-gymnasium,27,20
/schools/33604-ceciliengymnasium-bielefeld,27,24
/schools/35274-alfred-wegener-schule-kirchhain,27,19
/schools/36088-jahnschule-huenfeld,27,20
/schools/38120-freie-waldorfschule-braunschweig-in-freier-traegerschaft,27,21
/schools/42369-erich-fried-gesamtschule-ronsdorf,27,19
/schools/42549-staedt-realschule-kastanienallee,27,21
/schools/47051-landfermann-gymnasium,27,20
/schools/47269-gesamtschule-duisburg-sued,27,26
/schools/48455-realschule-bad-bentheim,27,19
/schools/48565-arnoldinum-steinfurt,27,21
/schools/51147-otto-lilienthal-schule,27,24
/schools/55595-grundschule-hargesheim,27,22
/schools/56068-hilda-gymnasium,27,26
/schools/64521-martin-buber-schule,27,21
/schools/65824-obermayr-international-school,27,16
/schools/67067-mozartschule,27,18
/schools/67433-realschule-plus-neustadt,27,21
/schools/69124-gregor-mendel-realschule,27,25
/schools/70794-realschule-bernhausen,27,20
/schools/72131-burghof-schule-gemeinschaftsschule,27,19
/schools/74582-gymnasium-gerabronn,27,24
/schools/74915-realschule-waibstadt,27,21
/schools/76829-pestalozzischule,27,22
/schools/78333-nellenburg-gymnasium,27,24
/schools/80331-sinai-grundschule-d-israelitischen-kultusgemeinde-muenchen-u-obb,27,13
/schools/85368-volksschule-moosburg-a-d-isar-an-der-muenchener-strasse,27,23
/schools/86720-volksschule-noerdlingen-mitte,27,24
/schools/88427-druemmelbergschule-grund-und-werkrealschule-bad-schussenried,27,24
/schools/99089-otto-lilienthal-schule-erfurt-staatliche-regelschule,27,8
/schools/99425-freie-waldorfschule-weimar,27,23
/cities/39218-schoenebeck,26,25
/cities/45889-gelsenkirchen,26,20
/cities/53127-bonn,26,26
/cities/63741-aschaffenburg/2019-08-01/2020-07-31,26,17
/cities/66386-sankt-ingbert,26,22
/cities/71032-boeblingen,26,25
/cities/76189-karlsruhe,26,16
/cities/76467-bietigheim,26,23
/cities/78554-aldingen,26,21
/federal_states/bayern/2019-01-01/2019-12-31,26,23
/federal_states/rheinland-pfalz/2019-08-01/2020-07-31,26,26
/ferien/d/schule/01127-8-grundschule-dresden,26,24
/ferien/d/schule/01129-106-grundschule-dresden,26,23
/ferien/d/schule/01589-oberschule-am-sportzentrum-riesa,26,19
/ferien/d/schule/01589-schulschwimmzentrum-riesa,26,22
/ferien/d/schule/01744-grundschule-dippoldiswalde,26,22
/ferien/d/schule/01968-grundschule-am-see-senftenberg,26,24
/ferien/d/schule/03046-wilhelm-nevoigt-grundschule-cottbus,26,19
/ferien/d/schule/03048-froebel-grundschule-cottbus,26,26
/ferien/d/schule/04277-louise-otto-peters-schule-gymnasium-der-stadt-leipzig,26,23
/ferien/d/schule/04435-thomas-muentzer-grundschule-schkeuditz,26,21
/ferien/d/schule/04860-grundschule-am-rodelberg-torgau,26,26
/ferien/d/schule/06108-bbs-iii-j-c-v-dreyhaupt-halle,26,22
/ferien/d/schule/06124-grundschule-kastanienallee,26,23
/ferien/d/schule/06126-sekundarschule-heinrich-heine,26,22
/ferien/d/schule/06132-foerderschule-mit-ausgleichsklassen-janusz-korczak,26,7
/ferien/d/schule/06268-grundschule-langeneichstaedt,26,23
/ferien/d/schule/06484-bosseschule,26,24
/ferien/d/schule/07545-goethe-gymnasium-gera-rutheneum-seit-1608-staatliches-gymnasium,26,24
/ferien/d/schule/08297-rudolf-hennig-grundschule,26,23
/ferien/d/schule/10115-mediencollege-berlin-ggmbh,26,20
/ferien/d/schule/10243-temple-grandin-schule,26,24
/ferien/d/schule/10247-heinrich-hertz-gymnasium,26,17
/ferien/d/schule/10407-grundschule-im-blumenviertel,26,21
/ferien/d/schule/10439-heinrich-schliemann-gymnasium,26,21
/ferien/d/schule/10963-hector-peterson-schule,26,17
/ferien/d/schule/12689-paavo-nurmi-grundschule,26,19
/ferien/d/schule/13051-schule-im-ostseekarree-grundschule,26,19
/ferien/d/schule/13086-elisabeth-schulen,26,21
/ferien/d/schule/13403-hermann-schulz-grundschule,26,23
/ferien/d/schule/13437-peter-witte-grundschule,26,20
/ferien/d/schule/13587-carl-schurz-grundschule,26,11
/ferien/d/schule/16306-cornelia-funke-grundschule-passow,26,23
/ferien/d/schule/16341-grundschule-zepernick?additional_categories=russisch-orthodoxer-feiertag,26,15
/ferien/d/schule/16348-grundschule-wandlitz,26,19
/ferien/d/schule/17309-regionale-schule-arnold-zweig-pasewalk,26,19
/ferien/d/schule/17328-grundschule-penkun,26,23
/ferien/d/schule/18106-grundschule-schmarl-rostock,26,21
/ferien/d/schule/19294-regionale-schule-malliss,26,9
/ferien/d/schule/21033-schule-friedrich-frank-bogen,26,24
/ferien/d/schule/21395-grundschule-tespe,26,21
/ferien/d/schule/22117-schule-bonhoefferstrasse,26,12
/ferien/d/schule/23936-regionale-schule-wasserturm-grevesmuehlen,26,24
/ferien/d/schule/24143-hans-christian-andersen-stadtteilschule,26,20
/ferien/d/schule/24376-gemeinschaftsschule-an-der-schlei,26,25
/ferien/d/schule/24568-grundschule-flottkamp,26,14
/ferien/d/schule/24939-schule-ramsharde,26,20
/ferien/d/schule/25524-fehrs-schule,26,17
/ferien/d/schule/26452-grundschule-sande,26,22
/ferien/d/schule/26683-haupt-und-realschule-ramsloh-schulzentrum,26,19
/ferien/d/schule/26831-oberschule-bunde,26,19
/ferien/d/schule/26892-gymnasium-doerpen,26,23
/ferien/d/schule/27616-grundschule-beverstedt,26,20
/ferien/d/schule/28329-schule-in-der-vahr,26,23
/ferien/d/schule/29320-oberschule-hermannsburg,26,23
/ferien/d/schule/29693-oberschule-hodenhagen,26,24
/ferien/d/schule/30161-euro-sprachschule-hannover-ggmbh-in-freier-traegerschaft,26,25
/ferien/d/schule/30179-grundschule-tegelweg,26,16
/ferien/d/schule/30539-integrierte-gesamtschule-kronsberg?back=https://www.google.com/search?client=safari&as_qdr=all&as_occt=any&safe=active&as_q=Hey+Siri+wann+sind+Sommerferien+2022+an+der+IGS+Kronsberg&channel=aplab&source=a-app1&hl=de,26,2
/ferien/d/schule/30655-kaethe-kollwitz-schule-gymnasium,26,17
/ferien/d/schule/30823-johannes-kepler-gymnasium,26,18
/ferien/d/schule/31157-gymnasium-sarstedt,26,24
/ferien/d/schule/31848-grundschule-bad-muender,26,19
/ferien/d/schule/32756-stadtgymnasium-detmold,26,22
/ferien/d/schule/34125-goethe-gymnasium,26,22
/ferien/d/schule/34127-schule-hegelsberg,26,21
/ferien/d/schule/34246-grundschule-obervellmar,26,20
/ferien/d/schule/34305-louise-schroeder-schule,26,22
/ferien/d/schule/34346-drei-fluesse-realschule,26,24
/ferien/d/schule/35305-gallus-schule,26,17
/ferien/d/schule/35396-landgraf-ludwigs-gymnasium,26,21
/ferien/d/schule/35576-eichendorff-schule,26,16
/ferien/d/schule/37318-staatliche-regelschule-arenshausen,26,25
/ferien/d/schule/37359-staatliche-regelschule-kuellstedt,26,22
/ferien/d/schule/37574-haupt-und-realschule-kreiensen,26,8
/ferien/d/schule/38124-landesbildungszentrum-fuer-hoergesch-foerderschule-schwerpunkt-hoeren,26,22
/ferien/d/schule/39539-sekundarschule-am-weinberg,26,20
/ferien/d/schule/39606-grundschule-am-hain,26,21
/ferien/d/schule/39638-geschwister-scholl-gymnasium,26,18
/ferien/d/schule/40885-heinrich-heine-schule,26,17
/ferien/d/schule/48431-grueterschule,26,16
/ferien/d/schule/48599-bernhard-overberg-grundschule,26,19
/ferien/d/schule/49074-grundschule-drei-religionen-schule-am-standort-johannisschule,26,16
/ferien/d/schule/49219-grundschule-glandorf,26,16
/ferien/d/schule/49219-ludwig-windhorst-schule-glandorf-oberschule,26,21
/ferien/d/schule/49377-liobaschule-grundschule,26,21
/ferien/d/schule/49846-grundschule-hoogstede,26,11
/ferien/d/schule/52222-regenbogenschule,26,21
/ferien/d/schule/52511-bischoefliches-gymnasium-st-ursula,26,26
/ferien/d/schule/54290-humboldt-gymnasium,26,19
/ferien/d/schule/54295-treverer-schule,26,22
/ferien/d/schule/54317-grundschule-osburg,26,19
/ferien/d/schule/54340-grundschule-leiwen,26,17
/ferien/d/schule/54568-grundschule-gerolstein,26,21
/ferien/d/schule/56414-grundschule-meudt,26,14
/ferien/d/schule/56564-grundschule-heddesdorfer-berg,26,25
/ferien/d/schule/56566-paul-schneider-schule,26,24
/ferien/d/schule/56567-grundschule-irlich,26,19
/ferien/d/schule/57537-kopernikus-gymnasium,26,26
/ferien/d/schule/59558-marienschule,26,22
/ferien/d/schule/59929-roman-herzog-schule,26,16
/ferien/d/schule/60322-fuerstenbergerschule,26,19
/ferien/d/schule/61381-grundschule-koeppern,26,24
/ferien/d/schule/61440-grundschule-am-urselbach,26,21
/ferien/d/schule/63322-trinkbornschule,26,15
/ferien/d/schule/63526-schule-am-eulenhof,26,21
/ferien/d/schule/64295-sabine-ball-schule,26,22
/ferien/d/schule/64331-anna-freud-schule,26,24
/ferien/d/schule/64521-luise-buechner-schule,26,20
/ferien/d/schule/64569-grundschule-nauheim,26,26
/ferien/d/schule/64807-alfred-delp-schule,26,20
/ferien/d/schule/65195-bluecherschule,26,22
/ferien/d/schule/65343-gymnasium-eltville,26,24
/ferien/d/schule/65620-grundschule-hausen,26,11
/ferien/d/schule/65931-kaethe-kollwitz-schule,26,19
/ferien/d/schule/66787-gemeinschaftsschule-bisttalschule-wadgassen,26,24
/ferien/d/schule/66887-grundschule-sankt-julian,26,15
/ferien/d/schule/67098-siegmund-craemer-schule,26,20
/ferien/d/schule/68307-hans-christian-andersen-grundschule-schaenau,26,16
/ferien/d/schule/69254-grundschule-malsch,26,24
/ferien/d/schule/69483-ueberwald-gymnasium,26,23
/ferien/d/schule/70327-luginslandschule-grund-und-werkrealschule-untertuerkheim,26,24
/ferien/d/schule/70437-eschbach-gymnasium-stuttgart-freiberg,26,24
/ferien/d/schule/70567-freie-evangelische-schule-stuttgart-realschule-stuttgart,26,22
/ferien/d/schule/71229-sophie-scholl-schule-grundschule-ezach,26,23
/ferien/d/schule/71665-stromberg-gymnasium-vaihingen-an-der-enz,26,24
/ferien/d/schule/71706-landern-grundschule,26,23
/ferien/d/schule/72072-charlottenschule-grundschule-kilchberg,26,24
/ferien/d/schule/72160-pestalozzischule-sonderpaedagogisches-bildungs-und-beratungszentrum,26,21
/ferien/d/schule/72270-wilhelm-muenster-schule-grundschule,26,17
/ferien/d/schule/72275-sulzbergschule-werkrealschule-und-realschule-alpirsbach,26,19
/ferien/d/schule/72348-iselin-schule-grundschule,26,20
/ferien/d/schule/72461-schillerschule-grund-und-werkrealschule-onstmettingen,26,21
/ferien/d/schule/72622-friedrich-glueck-schule-grundschule-oberensingen,26,23
/ferien/d/schule/72649-grundschule-wolfschlugen?additional_categories=griechisch-orthodoxer-feiertag,26,23
/ferien/d/schule/73033-uhland-grundschule,26,21
/ferien/d/schule/73326-grund-werkreal-und-realschule-deggingen,26,22
/ferien/d/schule/73433-karl-kessler-schule-grund-werkreal-realschule-wasseralfingen,26,23
/ferien/d/schule/73525-hans-baldung-gymnasium,26,24
/ferien/d/schule/74586-wilhelm-sandberger-gemeinschaftsschule-frankenhardt,26,22
/ferien/d/schule/74858-grundschule-aglasterhausen,26,25
/ferien/d/schule/75181-karl-friedrich-schule-grund-und-werkrealschule-eutingen,26,23
/ferien/d/schule/76275-wilhelm-lorenz-schule-realschule,26,24
/ferien/d/schule/76437-hansjakob-schule-grundschule,26,23
/ferien/d/schule/76534-klosterschule-lichtental-grundschule,26,22
/ferien/d/schule/76703-markgrafen-schule-gemeinschaftsschule-muenzesheim,26,19
/ferien/d/schule/77880-integrative-montessori-schule-sasbach-grund-werkreal-und-realsch,26,23
/ferien/d/schule/78120-werkrealschule-am-ilben,26,23
/ferien/d/schule/78199-grundschule,26,14
/ferien/d/schule/78259-grundschule-muehlhausen,26,19
/ferien/d/schule/78532-schrotenschule-grundschule,26,20
/ferien/d/schule/79110-johannes-schwartz-schule-grundschule-lehen,26,20
/ferien/d/schule/79252-kolleg-st-sebastian-realschule-und-gymnasium,26,22
